Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación;mensaje_completo;categoria_predicha;prioridad_predicha
azutaxi;cuenca;solicitud conductor;se estaba subiendo a otro taxi cuando llegue no demore ni un minuto y ya se estaba yendo;;;;2024-04-04 11:56:38;hashtag;1;solicitud conductor se estaba subiendo a otro taxi cuando llegue no demore ni un minuto y ya se estaba yendo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no está el cliente;;;;2024-02-08 19:22:33;hashtag;1;solicitud conductor no está el cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-23 12:24:34;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;actitud desagradable;;;;2024-03-02 15:32:54;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
ktaxi;ambato;solicitud conductor;mal usuario;desde web: se  notifica al cliente que antes de abordar la unidad revise las placas de la unidad solicitada;;;2024-04-14 22:08:05;hashtag;1;solicitud conductor mal usuario;problemas de comportamiento;Urgente
ktaxi;ibarra;solicitud cliente;nunca llegó;desde web: solicitud no atenida por el conductor;;;2024-02-10 21:02:51;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pésimo hace perder el tiempo y cancela solicitud pésimo 😡😡😡😡😡😡😡😡😡;;;;2024-05-02 20:23:58;hashtag;1;solicitud conductor pésimo hace perder el tiempo y cancela solicitud pésimo 😡😡😡😡😡😡😡😡😡;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pesimo cliente se enoja por no acompañame a comprar sustancias ilícitas;;;;2024-02-26 03:06:55;hashtag;1;solicitud conductor pesimo cliente se enoja por no acompañame a comprar sustancias ilícitas;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancela;desde web: no hay mayor número de carreras canceladas;;;2024-01-19 14:44:26;hashtag;1;solicitud conductor cancela;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;vehículo incorrecto;;;;2024-01-08 15:51:56;hashtag;1;solicitud cliente vehículo incorrecto;problemas con el viaje;Alta
ktaxi;cuenca;solicitud conductor;mal cliente;;;;2024-02-29 00:50:30;hashtag;1;solicitud conductor mal cliente;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;cancela mal cliente;desde web: no hay mayor número de carreras canceladas;;;2024-01-14 22:41:07;hashtag;1;solicitud conductor cancela mal cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pone la dirección mal;;;;2024-04-06 08:15:34;hashtag;1;solicitud conductor pone la dirección mal;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud conductor;pone mal la ubicacion;;;;2024-05-08 17:31:26;hashtag;2;solicitud conductor pone mal la ubicacion;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-03-15 09:57:55;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora del conductor, caso no relevante;;;2024-04-08 20:29:15;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;;;2024-01-07 13:31:28;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
clipp;ambato;solicitud cliente;pésima actitud;desde web: se notifica al conductor sobre el comentario dejado por el cliente;;;2024-04-12 18:45:45;hashtag;2;solicitud cliente pésima actitud;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;mucho tiempo de espera;;;;2024-01-20 23:06:58;hashtag;1;solicitud conductor mucho tiempo de espera;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;actitud desagradable;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-22 13:17:33;hashtag;1;solicitud cliente actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud conductor;aún tengo tiempo y me cancela;;;;2024-04-25 14:40:13;hashtag;1;solicitud conductor aún tengo tiempo y me cancela;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;;;2024-01-17 12:58:35;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora;;;2024-04-20 17:08:35;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;llevó otro cliente;;;;2024-03-10 02:34:32;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-04-05 08:36:26;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no espero tiempo asignado se fue en taxi q pasaba;;;;2024-01-18 18:59:14;hashtag;1;solicitud conductor no espero tiempo asignado se fue en taxi q pasaba;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;cliente no espera el taxi,se va y hase venir por gusto, cliente muy inconsciente;;;;2024-05-08 15:24:33;hashtag;1;solicitud conductor cliente no espera el taxi,se va y hase venir por gusto, cliente muy inconsciente;problemas con el viaje;Alta
ktaxi;cuenca;solicitud conductor;pide y nunca salio;;;;2024-02-27 16:15:01;hashtag;1;solicitud conductor pide y nunca salio;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-02-08 13:56:55;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pésimo mal educado ni contesta el saludo ni nada;;;;2024-03-10 19:36:59;hashtag;1;solicitud conductor pésimo mal educado ni contesta el saludo ni nada;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;llevó otro cliente;;;;2024-03-19 10:44:38;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
ktaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-04-14 08:45:53;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;camcela la carrera cuando el taxi esta en el lugar;;;;2024-04-08 07:30:26;hashtag;1;solicitud conductor camcela la carrera cuando el taxi esta en el lugar;problemas con el viaje;Alta
ecutaxi;santo domingo;solicitud cliente;el taxímetro lo puso desde que aceptó la carrera, me cobró 1 dolar de más    actitud desagradable;;;;2024-03-10 21:39:04;hashtag;1;solicitud cliente el taxímetro lo puso desde que aceptó la carrera, me cobró 1 dolar de más    actitud desagradable;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-01-03 22:29:21;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no sale el cliente ni responde las llamadas;;;;2024-03-09 21:33:34;hashtag;1;solicitud conductor no sale el cliente ni responde las llamadas;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;cliente cancela solicitud;;;;2024-03-01 22:40:51;hashtag;1;solicitud conductor cliente cancela solicitud;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;velocidad excesiva;;;;2024-02-08 21:03:17;hashtag;1;solicitud cliente velocidad excesiva;problemas con el viaje;Alta
ecutaxi;ibarra;solicitud conductor;no espero el tiempo;desde web: solicitud cancelada por el cliente;;;2024-02-06 20:18:40;hashtag;1;solicitud conductor no espero el tiempo;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;bien;;;;2024-01-22 04:42:39;hashtag;2;solicitud cliente bien;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;nunca salió;;;;2024-04-26 16:57:21;hashtag;1;solicitud conductor nunca salió;problemas con el viaje;Alta
ktaxi;cuenca;solicitud conductor;se fue en otra unidad;;;;2024-03-10 20:38:15;hashtag;1;solicitud conductor se fue en otra unidad;problemas con el viaje;Alta
azutaxi;cuenca;carrera;me olvide mi cartera;desde web: se atendió el caso con el otro sistema;-2.884834;-78.987402;2024-04-28 09:52:57;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0;carrera me olvide mi cartera;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;hace perder el tiempo, no sabe donde esta y mas las vueltas que me hace dar;;;;2024-02-28 23:39:41;hashtag;1;solicitud conductor hace perder el tiempo, no sabe donde esta y mas las vueltas que me hace dar;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;;;2024-01-08 12:48:21;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;canceló solicitud;desde web: no presenta mayor número de cancelaciones;;;2024-01-06 15:48:40;hashtag;2;solicitud cliente canceló solicitud;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-02-23 22:43:25;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente  nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-26 06:56:12;hashtag;1;solicitud cliente llevó otro cliente  nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-02-27 14:54:28;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;velocidad excesiva  llevó otro cliente  vehículo incorrecto  actitud desagradable  canceló solicitud  nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-10 01:10:03;hashtag;1;solicitud cliente velocidad excesiva  llevó otro cliente  vehículo incorrecto  actitud desagradable  canceló solicitud  nunca llegó;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;no sale;;;;2024-02-02 19:50:03;hashtag;1;solicitud conductor no sale;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;no llegó;desde web: se está revisando la bitácora, caso no relevante;;;2024-01-22 08:27:10;hashtag;1;solicitud cliente no llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-02-02 07:49:58;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente no sale y no responde;;;;2024-02-24 00:05:09;hashtag;1;solicitud conductor el cliente no sale y no responde;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;uso teléfono hablo/chat;;;;2024-01-14 17:23:38;hashtag;2;solicitud cliente uso teléfono hablo/chat;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud conductor;no espera se va en otra unidad;;;;2024-03-09 19:11:29;hashtag;1;solicitud conductor no espera se va en otra unidad;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;cobro inadecuado;;;;2024-04-27 18:50:26;hashtag;2;solicitud cliente cobro inadecuado;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud conductor;no salio;;;;2024-05-07 15:28:18;hashtag;1;solicitud conductor no salio;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;cliente no sale hace perder tiempo;;;;2024-02-28 22:59:31;hashtag;1;solicitud conductor cliente no sale hace perder tiempo;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;no salio el cliente;;;;2024-03-30 00:26:41;hashtag;1;solicitud conductor no salio el cliente;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;ya llege y cancela;;;;2024-02-06 18:00:46;hashtag;1;solicitud conductor ya llege y cancela;problemas con el viaje;Alta
ktaxi;ambato;pre-registro;#1803782570  #estoydispuestoalcambio  #quieroserconductor | trabajo de taxi;desde web: se procede a contactar al conductor;-1.255107;-78.626168;2024-03-19 21:35:54;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0;pre-registro #1803782570  #estoydispuestoalcambio  #quieroserconductor | trabajo de taxi;mensaje de operador;Baja
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;;;2024-03-22 00:31:47;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;uso teléfono hablo/chat;;;;2024-02-04 15:28:22;hashtag;2;solicitud cliente uso teléfono hablo/chat;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud conductor;cliente cancela;;;;2024-01-07 00:43:45;hashtag;1;solicitud conductor cliente cancela;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente ase esperar y no sale;;;;2024-05-02 20:25:09;hashtag;1;solicitud conductor cliente ase esperar y no sale;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;mala;desde web: se notifica al cliente sobre el comentario dejado por el cliente;;;2024-05-02 07:47:07;hashtag;1;solicitud cliente mala;otros problemas;Baja
ktaxi;ambato;solicitud conductor;se fue en otro taxi;desde web: clieente informa que tuvo una emergencia;;;2024-01-05 01:07:08;hashtag;1;solicitud conductor se fue en otro taxi;problemas con el viaje;Alta
ktaxi;yumbo;solicitud cliente;nunca llegó;;;;2024-04-24 07:51:28;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;;;2024-04-25 11:28:51;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;llevó otro cliente;;;;2024-01-24 10:17:28;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;pesimo servicio, se me quedó la billetera en la unidad y me robo todo el dinero que tenía, además me quizo cobrar más dinero por regresarme mis perten  actitud desagradable;desde web: se procede a contactar al conductor;;;2024-01-19 23:51:05;hashtag;1;solicitud cliente pesimo servicio, se me quedó la billetera en la unidad y me robo todo el dinero que tenía, además me quizo cobrar más dinero por regresarme mis perten  actitud desagradable;objetos perdidos;Urgente
azutaxi;cuenca;solicitud conductor;cancela la unidad;;;;2024-04-01 18:50:59;hashtag;1;solicitud conductor cancela la unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;me cancelo a última hora y no me espera;;;;2024-02-09 14:07:50;hashtag;1;solicitud conductor me cancelo a última hora y no me espera;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente no espera llegue a los 2 minutos y no me responde y tampoco sale.;;;;2024-05-08 15:53:40;hashtag;1;solicitud conductor el cliente no espera llegue a los 2 minutos y no me responde y tampoco sale.;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;no salió;desde web: se notifica  al conductor que debe asignar tiempos adecuados con eso evita que el cliente le cancele la carrera;;;2024-01-06 13:46:29;hashtag;1;solicitud conductor no salió;problemas con el viaje;Alta
pinos chiclayo;chiclayo;solicitud conductor;cliente cojio un carro de pinos seguro por equivocación hizo venir en vano;;;;2024-02-10 01:11:12;hashtag;1;solicitud conductor cliente cojio un carro de pinos seguro por equivocación hizo venir en vano;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;esta con una mascota grande  no quiere pagar el adicional no le lleve;;;;2024-03-16 18:48:28;hashtag;1;solicitud conductor esta con una mascota grande  no quiere pagar el adicional no le lleve;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud cliente;mal trato, persona déspota mediocre en su trabajo;;;;2024-01-12 18:59:14;hashtag;1;solicitud cliente mal trato, persona déspota mediocre en su trabajo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;velocidad excesiva;;;;2024-02-03 22:35:59;hashtag;1;solicitud cliente velocidad excesiva;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;no se fue;;;;2024-01-13 06:08:15;hashtag;1;solicitud conductor no se fue;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-01-04 16:11:39;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;llevó otro cliente;;;;2024-04-17 07:59:02;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
ktaxi;loja;pregunta ;estimados amigos por el estado de excepción y toqué de queda sus unidades hasta que hora trabajan;;-4.010957;-79.205892;2024-01-17 22:30:44;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;pregunta  estimados amigos por el estado de excepción y toqué de queda sus unidades hasta que hora trabajan;otros problemas;Baja
ktaxi;quevedo;solicitud conductor;no salió nadie;;;;2024-01-07 23:49:23;hashtag;1;solicitud conductor no salió nadie;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;no saben dónde están hay mucha inconsistencias;;;;2024-01-03 18:59:58;hashtag;1;solicitud conductor no saben dónde están hay mucha inconsistencias;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-03-04 11:12:27;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-02-14 11:30:58;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;nadie sale y con mucha espera;;;;2024-03-31 11:25:09;hashtag;1;solicitud conductor nadie sale y con mucha espera;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-04-13 08:37:08;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;desea dos carreras y solo quiere pagar por una mala actitud del cliente;;;;2024-03-12 21:48:09;hashtag;1;solicitud conductor desea dos carreras y solo quiere pagar por una mala actitud del cliente;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud conductor;pide taxi responde el teléfono molesto hace pasar tiempo pone mal la referencia;;;;2024-02-04 02:08:00;hashtag;1;solicitud conductor pide taxi responde el teléfono molesto hace pasar tiempo pone mal la referencia;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;salen groseros;desde web: se procede a contactar al conductor;;;2024-04-06 03:08:07;hashtag;2;solicitud conductor salen groseros;problemas de comportamiento;Urgente
azutaxi;cuenca;celular extraviado;se me quedo el celular en el taxi y el conductor no cont;;-2.908411;-79.025025;2024-03-25 12:24:59;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;celular extraviado se me quedo el celular en el taxi y el conductor no cont;objetos perdidos;Urgente
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;;;2024-04-19 14:06:50;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ktaxi;riobamba;solicitud cliente;nunca llegó;;;;2024-03-09 19:25:16;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ktaxi;loja;perdí un celular que es importante no por el valor sino por los contactos;fue un taxi que tome en la calle rocafuerte y bolivar banco de loja entre las diez y cuarenta y cinco a once de la mañana de hoy rumbo a la tebaida calle bolivia entre méxico y españa es un nokia negro antiguo;se deja mensaje al cliente;-4.009752;-79.206438;2024-01-11 15:19:33;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;perdí un celular que es importante no por el valor sino por los contactos fue un taxi que tome en la calle rocafuerte y bolivar banco de loja entre las diez y cuarenta y cinco a once de la mañana de hoy rumbo a la tebaida calle bolivia entre méxico y españa es un nokia negro antiguo;otros problemas;Baja
ktaxi;loja;llamada a conductor desde historial;celular extraviado;;-3.98779;-79.202511;2024-05-07 18:28:34;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0;llamada a conductor desde historial celular extraviado;otros problemas;Baja
ktaxi;loja;solicitud cliente;actitud desagradable  nunca llegó;;;;2024-02-20 06:24:48;hashtag;1;solicitud cliente actitud desagradable  nunca llegó;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;coloca que está gordo sin estarlo;;;;2024-02-09 21:26:26;hashtag;1;solicitud conductor coloca que está gordo sin estarlo;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;estuve en plena curva se demora en salir;;;;2024-01-05 10:01:23;hashtag;1;solicitud conductor estuve en plena curva se demora en salir;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora del conductor, caso no relevante;;;2024-04-14 18:38:25;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente no sale  no responde. hacer pasar tiempo ,gastar , gasolina  o no espera el tiempo dado y se va en otro taxi;;;;2024-01-23 18:11:53;hashtag;1;solicitud conductor el cliente no sale  no responde. hacer pasar tiempo ,gastar , gasolina  o no espera el tiempo dado y se va en otro taxi;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;llevó otro cliente;;;;2024-04-29 07:51:12;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
clipp;cuenca;solicitud conductor;no está;;;;2024-04-04 15:45:57;hashtag;1;solicitud conductor no está;otros problemas;Baja
ktaxi;ambato;solicitud cliente;mmvrg de mrd;;;;2024-02-14 15:57:22;hashtag;1;solicitud cliente mmvrg de mrd;vocabulario inadecuado;Alta
azutaxi;cuenca;solicitud conductor;dice q no a pedido;;;;2024-04-27 23:31:07;hashtag;1;solicitud conductor dice q no a pedido;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancela;;;;2024-01-05 17:57:45;hashtag;1;solicitud conductor cancela;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pesimo , no salio lugar lejos pesimo pésimo;;;;2024-04-09 18:39:33;hashtag;1;solicitud conductor pesimo , no salio lugar lejos pesimo pésimo;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-02-16 16:51:21;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;nunca llegó;;;;2024-03-24 01:35:55;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pide taxi y se va en otro taxi;;;;2024-03-28 01:37:30;hashtag;1;solicitud conductor pide taxi y se va en otro taxi;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora;;;2024-04-21 11:05:38;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;tiene alterado el taxímetro   cobro inadecuado;;;;2024-01-07 00:10:29;hashtag;2;solicitud cliente tiene alterado el taxímetro   cobro inadecuado;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-03-02 15:26:26;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no se encuentra y no responde al telefono;;;;2024-04-06 09:22:41;hashtag;2;solicitud conductor no se encuentra y no responde al telefono;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-22 15:50:36;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;se demora al salir;;;;2024-03-13 16:48:42;hashtag;1;solicitud conductor se demora al salir;otros problemas;Baja
ktaxi;ambato;solicitud cliente;no llego   nunca llegó;;;;2024-03-16 22:08:47;hashtag;1;solicitud cliente no llego   nunca llegó;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;canceló solicitud;;;;2024-04-10 10:04:53;hashtag;1;solicitud cliente canceló solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no sale;;;;2024-01-27 19:35:15;hashtag;1;solicitud conductor no sale;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;actitud desagradable;;;;2024-03-05 15:01:40;hashtag;1;solicitud conductor actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-03-17 21:12:40;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no se pudo realizar ka carrera porque estaba cerrado el paso por un agente en la bolívar y hermano miguel debido a viernes santo;;;;2024-03-29 10:51:30;hashtag;1;solicitud conductor no se pudo realizar ka carrera porque estaba cerrado el paso por un agente en la bolívar y hermano miguel debido a viernes santo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente pide taxi y cuando llegó no sale le  llamo y llamo y no contesta;;;;2024-02-10 23:49:30;hashtag;1;solicitud conductor cliente pide taxi y cuando llegó no sale le  llamo y llamo y no contesta;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-02-14 17:25:02;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente indica que le espere luego puso carrera completa y no contesta mal cliente;;;;2024-03-23 00:26:07;hashtag;1;solicitud conductor cliente indica que le espere luego puso carrera completa y no contesta mal cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;velocidad excesiva;;;;2024-04-27 16:17:10;hashtag;1;solicitud cliente velocidad excesiva;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;dice que va esperar y no lo hace;;;;2024-03-07 13:23:50;hashtag;1;solicitud conductor dice que va esperar y no lo hace;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;pésima atención, el conductor se portó prepotente y estaba enojado, me parece un pésimo servicio   actitud desagradable;;;;2024-03-07 19:20:51;hashtag;1;solicitud cliente pésima atención, el conductor se portó prepotente y estaba enojado, me parece un pésimo servicio   actitud desagradable;problemas de comportamiento;Urgente
ktaxi;ambato;solicitud cliente;nunca llegó;desde web: se notifica  al conductor que debe asignar tiempos adecuados con eso evita que el cliente le cancele la carrera;;;2024-04-18 23:14:10;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-01-30 08:07:36;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;el auto tenia un aroma muy fuerte y el conductor no quería que le bajen el vidrio.   actitud desagradable;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-08 23:20:30;hashtag;1;solicitud cliente el auto tenia un aroma muy fuerte y el conductor no quería que le bajen el vidrio.   actitud desagradable;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-02-21 23:12:36;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;bien;;;;2024-01-23 07:55:35;hashtag;2;solicitud conductor bien;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;cliente no tiene sueltos;;;;2024-02-09 17:30:11;hashtag;1;solicitud conductor cliente no tiene sueltos;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;se va;;;;2024-02-24 08:57:29;hashtag;1;solicitud conductor se va;problemas con el viaje;Alta
ktaxi;riobamba;solicitud cliente;canceló solicitud;desde web: se procedió a llamarle la atención al conductor y se pidió disculpas al cliente;;;2024-02-14 17:04:05;hashtag;2;solicitud cliente canceló solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-03-23 00:37:00;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó el hsitorial del cobductor, para hacer seguimiento;;;2024-04-06 14:54:03;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;canceló solicitud;;;;2024-01-28 13:32:37;hashtag;1;solicitud cliente canceló solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no salió;;;;2024-02-21 10:43:14;hashtag;1;solicitud conductor no salió;problemas con el viaje;Alta
