Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación
azutaxi;cuenca;solicitud conductor;no es gente seria debería bloquearla;null;null;null;2024-01-22 19:59:05;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;desde web: no exsite mayor número de cancelaciones, caso no relevante;null;null;2024-01-09 19:02:22;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela la carrera;null;null;null;2024-02-09 11:42:25;hashtag;1
azutaxi;cuenca;solicitud conductor;señorita en estado de embriaguez, se demoro pero a la final me cancelo y quedo segura.;null;null;null;2024-01-21 20:01:54;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-04-21 21:32:01;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-10 17:21:28;hashtag;1
ktaxi;ambato;solicitud conductor;no paga completo y se va;null;null;null;2024-02-11 20:05:21;hashtag;1
azutaxi;cuenca;solicitud conductor;no pida taxi si se va a ir en otro;null;null;null;2024-02-23 09:18:39;hashtag;1
ecutaxi;cuenca;solicitud conductor;solisita se le llama no contesta;null;null;null;2024-03-17 09:54:07;hashtag;1
ktaxi;loja;solicitud cliente;actitud desagradable  cobro inadecuado;null;null;null;2024-04-02 09:51:50;hashtag;2
ktaxi;ambato;solicitud conductor;el cliente cancela antes del tienpo;null;null;null;2024-02-25 08:01:30;hashtag;1
azutaxi;cuenca;solicitud conductor;pide la unidad y no sale hace esperar ,perder tiempo;null;null;null;2024-02-02 06:00:40;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-03 11:56:52;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no salio;null;null;null;2024-01-05 21:29:53;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-26 14:53:48;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-04-13 14:12:02;hashtag;1
azutaxi;cuenca;solicitud cliente;pésimo servicio, nos llevó por otro lado o destino que le habíamos indicado y cuando le pagamos nos exigió más de lo de marcaba el taximetro  actitud desagradable;null;null;null;2024-02-28 06:59:03;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-02-11 21:54:16;hashtag;1
azutaxi;cuenca;solicitud conductor;mucho tiempo de espera;null;null;null;2024-01-19 01:04:39;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente le escribo y no responde le llamo y dice en la puerta principal ya tengo mas de 5 minutos y no sale nadie;null;null;null;2024-04-15 10:17:07;hashtag;1
azutaxi;cuenca;solicitud conductor;actitud desagradable;null;null;null;2024-04-08 07:59:48;hashtag;2
ktaxi;loja;solicitud cliente;llevó otro cliente  nunca llegó;null;null;null;2024-04-05 21:46:24;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente desagradable;null;null;null;2024-04-05 08:09:38;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-10 12:37:44;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-06 07:26:21;hashtag;1
ktaxi;ambato;solicitud conductor;el cliente se ha ido cancelo la solicitud más seriedad x favor tomar encuenta este tipo de clientes 🤦‍♂️;desde web: se notifica  al conductor que debe asignar tiempos adecuados con eso evita que el cliente le cancele la carrera;null;null;2024-02-03 08:47:36;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-20 07:30:56;hashtag;1
azutaxi;cuenca;solicitud conductor;esta enotro lugar;null;null;null;2024-04-20 11:46:39;hashtag;1
ktaxi;santo domingo;solicitud conductor;se ha ido el muy cabr;null;null;null;2024-03-06 22:30:10;hashtag;1
azutaxi;cuenca;solicitud conductor;da mal la dirección;null;null;null;2024-03-28 10:24:43;hashtag;1
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-03-08 07:45:24;hashtag;1
azutaxi;cuenca;solicitud conductor;pésimo se va ennotra unidad;null;null;null;2024-03-16 08:21:11;hashtag;1
azutaxi;cuenca;consulta  mande una encomienda hace una  minutos y no llega ;me puede ayudar que a la doce y cincuenta  y cinco mande una encomienda y no llega;null;-2.898522;-79.026817;2024-04-11 13:38:01;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;no salio el agente  me dijo que no puedo esperar ahí;null;null;null;2024-02-19 14:39:00;hashtag;2
azutaxi;cuenca;solicitud conductor;pide taxi y no espero;null;null;null;2024-03-01 17:52:34;hashtag;1
ktaxi;quevedo;solicitud conductor;clientr np cpntesta me retiro;null;null;null;2024-02-21 06:30:07;hashtag;1
ktaxi;loja;solicitud cliente;no llego al lugar   llevó otro cliente;null;null;null;2024-04-05 00:56:43;hashtag;1
azutaxi;cuenca;solicitud cliente;no llego;desde web: caso no relevante, se revisó la bitácora;null;null;2024-02-01 07:16:18;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no salió;null;null;null;2024-05-07 01:59:41;hashtag;1
azutaxi;cuenca;solicitud conductor;pesimo;null;null;null;2024-04-22 08:16:41;hashtag;1
azutaxi;cuenca;solicitud conductor;pésimo pide 2 veces y l;null;null;null;2024-01-21 22:39:17;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente cancela;null;null;null;2024-02-24 14:04:27;hashtag;1
azutaxi;cuenca;solicitud cliente;cobro inadecuado;null;null;null;2024-05-03 10:51:08;hashtag;2
azutaxi;cuenca;solicitud cliente;vehículo incorrecto;null;null;null;2024-04-27 08:17:02;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente pone a bordar y finalizar;null;null;null;2024-05-01 14:55:46;hashtag;1
azutaxi;cuenca;solicitud cliente;no realizó la carrera;null;null;null;2024-03-24 19:51:37;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-03-08 05:59:06;hashtag;1
azutaxi;guayaquil;los viajes son solo a cuenca ;los viajes son solo a la ciudad de cuenca;null;-2.158498;-79.890686;2024-04-24 08:47:32;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;cliente no utiliza la unidad hace perder el tiempo;solicita la unidad se espera en el lugar y no utiliza ...hace perder el tiempo;null;-2.884063;-78.995522;2024-03-08 23:03:41;#contactorevisar# #contacto_conductor_app# #contacto_de_solicitud_conductor#;0
azutaxi;cuenca;solicitud cliente;pesimo  actitud desagradable;null;null;null;2024-01-03 18:32:36;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-19 16:45:25;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale;null;null;null;2024-02-19 08:59:19;hashtag;1
clipp;loja;solicitud conductor;pide clipp y da otra direccion;null;null;null;2024-03-13 18:43:21;hashtag;1
azutaxi;cuenca;solicitud conductor;llegando cancela la solicitud;null;null;null;2024-04-24 10:38:46;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente demasiado apurado está comiendo y quiere ir comiendo en el carro;null;null;null;2024-03-25 20:49:13;hashtag;2
azutaxi;cuenca;solicitud cliente;me dejo plantado;null;null;null;2024-04-10 22:36:56;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente h.d.p. me insulto me pide en otra dirección y su ubicación está mal pesima actitud mal cliente hace pasar tiempo deberían bloquear a estas personas mal cliente actitud desagradable mal educado;null;null;null;2024-03-21 09:41:01;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-02-26 13:19:52;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-04-03 07:11:38;hashtag;1
ktaxi;ambato;solicitud conductor;no recomendado no salió;desde web:  se notifica al cliente que use de forma responsable la aplicación;null;null;2024-04-24 12:51:55;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-03-15 21:25:58;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-16 17:36:42;hashtag;1
azutaxi;cuenca;solicitud conductor;se fue rn otro;null;null;null;2024-04-02 11:58:26;hashtag;1
azutaxi;cuenca;solicitud conductor;no cancela me hace perder el tiempo;null;null;null;2024-05-01 16:55:57;hashtag;1
azutaxi;cuenca;solicitud cliente;cobro excesivo del taxímetro;null;null;null;2024-04-28 19:16:13;hashtag;1
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-01-26 22:16:38;hashtag;1
azutaxi;cuenca;solicitud cliente;revisar taxímetro..  sale valor elevados;null;null;null;2024-02-26 16:01:17;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-02 08:09:59;hashtag;1
azutaxi;cuenca;solicitud conductor;pésima pésima usuaria;null;null;null;2024-02-07 11:45:58;hashtag;1
ktaxi;ambato;solicitud cliente;cobro de más;null;null;null;2024-03-23 11:33:09;hashtag;1
azutaxi;cuenca;solicitud cliente;cobro más de la cuenta por no tener cambio   cobro inadecuado;null;null;null;2024-01-03 19:03:49;hashtag;2
azutaxi;cuenca;solicitud conductor;no salió muy mal;null;null;null;2024-02-09 20:32:54;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;desde web: solicitud no atendida por el codncutor;null;null;2024-01-15 10:36:59;hashtag;1
ktaxi;loja;solicitud cliente;canceló solicitud;null;null;null;2024-04-22 07:01:49;hashtag;2
azutaxi;cuenca;solicitud cliente;uso teléfono hablo/chat;null;null;null;2024-04-17 15:28:55;hashtag;2
azutaxi;cuenca;solicitud conductor;llego al punto e indica que ya a cancelado el servicio;null;null;null;2024-03-02 16:30:36;hashtag;1
azutaxi;cuenca;solicitud cliente;maneja muy rápido y peligroso;null;null;null;2024-02-11 22:39:11;hashtag;2
pinos chiclayo;chiclayo;solicitud conductor;falsa solicitud;null;null;null;2024-03-26 23:28:28;hashtag;1
azutaxi;cuenca;solicitud cliente;según sus palabras aplastó mal y no vino;null;null;null;2024-04-27 21:04:02;hashtag;1
azutaxi;cuenca;solicitud cliente;el chofer se porto de una manera desagradable y poca humana cobrando de una manera excesiva nunca me habian tratado tan mal encerio   actitud desagradable;null;null;null;2024-02-03 22:36:32;hashtag;1
azutaxi;cuenca;solicitud conductor;pide y se va en otra unidad;null;null;null;2024-02-12 10:40:03;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-05-02 16:12:47;hashtag;1
ktaxi;loja;solicitud conductor;ya puso cliente abordo;null;null;null;2024-01-15 22:55:06;hashtag;1
clipp;quito;solicitud cliente;no se pudo pagar por vicuher esta carrera no debería contar;null;null;null;2024-04-13 06:15:00;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud  nunca llegó;null;null;null;2024-02-14 13:31:47;hashtag;1
azutaxi;cuenca;solicitud conductor;no salio;null;null;null;2024-01-08 15:01:24;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salió;null;null;null;2024-03-25 19:03:28;hashtag;1
azutaxi;cuenca;solicitud conductor;actitud desagradable y exigente;null;null;null;2024-03-23 10:35:30;hashtag;1
ktaxi;santo domingo;solicitud cliente;no acepto 5 pasajeros;null;null;null;2024-01-01 14:06:59;hashtag;1
ktaxi;cuenca;solicitud cliente;cobro inadecuado;null;null;null;2024-01-01 22:24:51;hashtag;2
azutaxi;cuenca;solicitud conductor;cliente no aborda se demora demasiado;null;null;null;2024-01-04 17:20:15;hashtag;1
azutaxi;cuenca;solicitud conductor;quién te pone mal su dirección;null;null;null;2024-04-30 11:53:37;hashtag;2
azutaxi;cuenca;solicitud conductor;disculpe me equivoqué de carrera no le puedo llevar;null;null;null;2024-05-04 18:12:54;hashtag;1
azutaxi;cuenca;solicitud conductor;no sabe poner su ubicacion correcta;null;null;null;2024-04-15 08:19:40;hashtag;1
azutaxi;cuenca;solicitud cliente;se fue por otro lado y nunca vino caso le asaltan;null;null;null;2024-02-03 16:18:01;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela;null;null;null;2024-04-27 10:34:39;hashtag;1
ktaxi;loja;perdida de celular en el taxi;por favor me puede ayudar a mi esposa se le olvidó el teléfono celular en el interior del taxi el nombre de ella es verónica cristina cueva cueva pidió un taxi desde su número;null;-4.024568;-79.212423;2024-03-27 19:44:26;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-04-18 23:15:56;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-02-23 21:24:39;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-30 06:23:56;hashtag;1
pinos seguro;chiclayo;solicitud conductor;no es el número;null;null;null;2024-04-07 23:59:06;hashtag;1
azutaxi;cuenca;solicitud conductor;no entiendo para qué pide y hacen esperar en vano y no sale no la llevé;null;null;null;2024-02-06 13:19:29;hashtag;1
azutaxi;cuenca;solicitud conductor;clientw no sale;null;null;null;2024-01-06 06:56:15;hashtag;1
azutaxi;cuenca;solicitud cliente;velocidad excesiva;null;null;null;2024-03-02 22:49:47;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-04-04 20:05:07;hashtag;1
ktaxi;loja;solicitud conductor;6 personas se subieron;null;null;null;2024-03-25 19:51:08;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;desde web: se revisó el hsitorial del cobductor, para hacer seguimiento;null;null;2024-04-06 14:05:20;hashtag;1
azutaxi;cuenca;solicitud cliente;da tiempo a carreras de prueba;null;null;null;2024-01-23 15:40:03;hashtag;1
ktaxi;loja;solicitud conductor;si no va a esperar el tiempo asignado no pida;null;null;null;2024-02-05 20:29:22;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente se ha ido me dice en el hospital le pongo ya llegué y me dice en la parada de bus voy a la parada de bus y tampoco está ojo;null;null;null;2024-04-24 14:00:04;hashtag;1
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-01-13 09:10:46;hashtag;1
ktaxi;quevedo;solicitud cliente;pésima atención   nunca llegó;null;null;null;2024-04-14 01:34:35;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-04-29 18:06:36;hashtag;1
ktaxi;ambato;solicitud conductor;el cliente se aido;null;null;null;2024-02-29 12:54:15;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-02-19 13:11:13;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente desagradable no paga lo justo y más enojado;null;null;null;2024-04-20 03:29:40;hashtag;1
azutaxi;cuenca;solicitud cliente;de mantenimiento;null;null;null;2024-01-21 09:22:08;hashtag;2
azutaxi;cuenca;reclamo;el señor no me espero en menos de dos minutos se fue pueden verificar el mensaje que e envío y el mensaje que le envié soy cliente de azutaxi;null;-2.903636;-79.019611;2024-05-07 18:03:59;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;me hizo esperar 10 minutos y nunca salió;null;null;null;2024-04-05 09:11:56;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente finaliza la carrera;null;null;null;2024-01-07 01:47:01;hashtag;1
ktaxi;ambato;solicitud conductor;el cliente llama y nunca sale muy mal cliente;desde web:  se notifica al cliente que use de forma responsable la aplicación;null;null;2024-04-09 11:23:45;hashtag;1
azutaxi;cuenca;solicitud conductor;la señorita estaba con una mascota grande y botaba demasiados pelos así que le dije que era $1 más por la mascota pero se enojó y se bajó del taxi;null;null;null;2024-02-10 20:15:32;hashtag;1
azutaxi;cuenca;solicitud cliente;velocidad excesiva  llevó otro cliente  actitud desagradable;null;null;null;2024-05-01 07:44:11;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-04-05 15:40:06;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente no sale;null;null;null;2024-02-10 17:49:54;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale;null;null;null;2024-01-11 08:41:05;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-15 00:34:20;hashtag;1
azutaxi;cuenca;solicitud conductor;persona no grata, no contesta se va en otroo taxi.;null;null;null;2024-03-28 11:19:44;hashtag;1
ktaxi;ambato;solicitud conductor;nunca salió;null;null;null;2024-04-29 08:33:38;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud  actitud desagradable  cobro inadecuado  mal estado de vehículo  uso teléfono hablo/chat;null;null;null;2024-04-10 07:07:50;hashtag;2
azutaxi;cuenca;solicitud conductor;cliente toma otra unidad y pone que está a bordo;null;null;null;2024-03-01 18:24:57;hashtag;1
pinos seguro;chiclayo;solicitud conductor;deja de molestar;null;null;null;2024-02-19 08:07:32;hashtag;1
azutaxi;cuenca;solicitud conductor;solicita en vano ya cerca del lugar coloca abordo no responde las llamadas;null;null;null;2024-03-09 20:41:24;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale;null;null;null;2024-04-16 18:27:14;hashtag;1
azutaxi;null;eliminar cuenta;si por qué no estoy seguro;null;-35.441497;19.309121;2024-04-10 14:24:31;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;no salió;null;null;null;2024-03-31 03:00:34;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-18 07:51:45;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela la solicitud estando cerca del lugar;null;null;null;2024-03-20 08:45:18;hashtag;1
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-01-16 23:01:00;hashtag;1
ktaxi;quevedo;solicitud cliente;nunca llegó la unidad  nunca llegó;null;null;null;2024-03-08 14:54:39;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente pide taxi y no sale tomar en cuenta gracias;null;null;null;2024-03-06 14:48:52;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-04-28 12:23:05;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no sale;null;null;null;2024-02-25 19:14:42;hashtag;1
azutaxi;cuenca;solicitud cliente;velocidad excesiva  llevó otro cliente  vehículo incorrecto  actitud desagradable  canceló solicitud  nunca llegó;null;null;null;2024-02-01 00:41:49;hashtag;1
azutaxi;cuenca;solicitud conductor;desea llevar vic;null;null;null;2024-03-28 16:20:24;hashtag;1
azutaxi;cuenca;solicitud conductor;no apareció se llamó no contesta..;null;null;null;2024-03-17 08:20:58;hashtag;1
pinos chiclayo;chiclayo;solicitud cliente;llevó otro cliente;null;null;null;2024-05-03 21:35:07;hashtag;1
azutaxi;cuenca;mensaje ;buenas tardes mi don soy el chico que pidio el taxi ayer por la noches y le escribia pata ver si derrepente no estara o se quedaria una billetera en si taxi si me ayuda viendo eso por favor;null;-2.913040;-79.032657;2024-02-15 16:31:59;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-05-03 18:20:22;hashtag;1
azutaxi;cuenca;solicitud conductor;se fue en otra unidad;null;null;null;2024-01-03 16:30:57;hashtag;1
azutaxi;cuenca;solicitud conductor;canceló;null;null;null;2024-01-26 11:24:43;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-04-03 14:32:30;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-19 09:52:39;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-04-04 17:39:01;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente pide la unidad y no sale;null;null;null;2024-01-16 15:52:56;hashtag;1
ktaxi;loja;solicitud cliente;actitud desagradable;null;null;null;2024-03-20 18:02:02;hashtag;2
clipp;loja;solicitud conductor;nunca espero el cliente mal cliente......;null;null;null;2024-04-05 17:48:26;hashtag;1
ktaxi;ambato;solicitud conductor;"se sube en otra unidad.
sino va esperar no pida servicio";desde web: se notifica  al conductor que debe asignar tiempos adecuados con eso evita que el cliente le cancele la carrera;null;null;2024-04-04 22:50:46;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-01-03 09:49:02;hashtag;1
azutaxi;cuenca;solicitud conductor;mal puesta la ubicación;null;null;null;2024-01-17 06:38:47;hashtag;1
ktaxi;azogues;solicitud conductor;buenas noches tomar en cuenta ingeniero  con este usuario la.otra vez ya hizo lo mismo al.parecer creo que andan jugando nomas gracias;null;null;null;2024-04-20 18:46:47;hashtag;1
azutaxi;cuenca;solicitud conductor;se va en otro taxi, sin revisar los datos;null;null;null;2024-02-26 16:26:41;hashtag;1
clipp;quevedo;solicitud conductor;no me cancelo;null;null;null;2024-02-08 19:35:55;hashtag;1
azutaxi;cuenca;el taxista me agredió físicamente ;el taxista me agredió físicamente y verbalmente además me robo un celular;null;-2.905208;-79.038825;2024-01-07 08:01:59;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;no salio y me hizo ir lejos;null;null;null;2024-04-09 14:13:17;hashtag;1
azutaxi;cuenca;solicitud conductor;muchas quejas y muchas vueltas;null;null;null;2024-05-07 19:06:15;hashtag;1
ktaxi;quevedo;hola todavía espero el taxi solo que aplaste mal ;venga por favor;null;-1.030390;-79.448971;2024-01-31 14:39:54;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;bloqueo para este cliente pide confirma se llega confirma y no sale llamo a nombre de otro señor porfavor ing;null;null;null;2024-04-10 18:35:50;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-04-17 08:00:15;hashtag;1
clipp taxi;santiago de chile;pre-registro;#118575830  #estoydispuestoalcambio  #quieroserconductor | conductor taxi y pagan los tag;desde web: se le escribe al usuario para poder ayudarle con más información por whatsapp;-38.356599;-73.502288;2024-02-07 10:58:30;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
azutaxi;cuenca;solicitud conductor;cliente se va en otro taxi;null;null;null;2024-02-28 14:58:34;hashtag;1
pinos seguro;chiclayo;solicitud cliente;llevó otro cliente;null;null;null;2024-03-08 23:59:50;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-01-30 15:40:58;hashtag;1
azutaxi;cuenca;solicitud conductor;apenas pide la unidad dice q aborda no hay cómo mandar mensajes no responden;null;null;null;2024-04-18 00:06:10;hashtag;1
azutaxi;cuenca;solicitud conductor;envia una persona y no paga la carrera;null;null;null;2024-01-10 20:05:06;hashtag;1
ktaxi;santiago de chile;pre-registro;#145205484  #estoydispuestoalcambio  #quieroserconductor | tengo un taxi básico un kia cerato 2017 ya envié la documentación por whatsapp mi nombre es juan rivera labarrera el taxi es mío los documentos están a nombre de mi tío porque él me prestó el crédito para la compra.del.taxi;desde web: tiene numero de whatsapp malo;-33.444495;-70.646210;2024-01-17 08:58:02;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
ktaxi;ambato;perdida ;buenos días mi estimado aki pidiendo si me puede hacer el favor de darme viendo un cédula q se a caído en la parte delantera la carrera se iso hoy en las calles cazadores y cacique alvarez para las calles quito y bolivar para ver cómo me puede ayudar muy amable gracias;desde web: se procede a contactar al conductor;-1.256401;-78.622107;2024-04-21 05:56:19;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-10 18:07:15;hashtag;1
clipp;cuenca;solicitud cliente;"carrera cara, no suele salir tanto a pagar; conducción peligrosa";null;null;null;2024-02-18 21:24:49;hashtag;1
azutaxi;cuenca;solicitud conductor;tomo otra unidad;null;null;null;2024-02-27 08:05:07;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-02-04 00:50:46;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-29 08:54:48;hashtag;1
ktaxi;santo domingo;solicitud cliente;no respeta a los niños   actitud desagradable;null;null;null;2024-01-27 09:11:36;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente problemática;null;null;null;2024-05-08 06:07:45;hashtag;1
ktaxi;ambato;solicitud conductor;no hay nadie;null;null;null;2024-02-12 00:44:46;hashtag;1
azutaxi;cuenca;solicitud conductor;"para  que piden taxi si van a c
cancelar";null;null;null;2024-03-21 21:14:11;hashtag;1
azutaxi;cuenca;solicitud conductor;cancelo..;null;null;null;2024-03-08 16:47:22;hashtag;1
azutaxi;cuenca;solicitud conductor;no cancela completo;null;null;null;2024-03-30 19:15:03;hashtag;1
ktaxi;ambato;solicitud cliente;nunca llegó;null;null;null;2024-02-06 18:12:20;hashtag;1
azutaxi;cuenca;solicitud conductor;no responde  el cliente;null;null;null;2024-02-24 10:59:00;hashtag;1
azutaxi;cuenca;solicitud conductor;mal cliente mal criado y no sale;null;null;null;2024-02-24 09:06:50;hashtag;1
azutaxi;cuenca;solicitud cliente;pesima actitud y falta de profesionalismo. con que derecho se siente con levantar la voz a una pasajera?? grosero, mal hablado e irrespetuoso.  actitud desagradable;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-15 23:43:48;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salió y no contestó x ningún medio;null;null;null;2024-04-25 10:11:31;hashtag;1
azutaxi;cuenca;solicitud conductor;pide la unidad y no sale bloquéenle por favor;null;null;null;2024-03-21 23:28:58;hashtag;1
ktaxi;ibarra;solicitud conductor;no sale rapido;desde web: solicitud atendida por el condcutor el conductor menciona en el co mentario que el cliente no sale pronto pero en registro de mensajjes se determina que  el conductor espero 2 minutos al cliente;null;null;2024-01-15 00:09:34;hashtag;1
azutaxi;cuenca;solicitud conductor;.,.,.,,,…,,,..,..;null;null;null;2024-03-09 16:46:30;hashtag;1
ktaxi;ambato;solicitud conductor;cliente hace perder tiempo;null;null;null;2024-02-22 10:20:59;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-05 14:42:27;hashtag;1
azutaxi;cuenca;solicitud conductor;bien;null;null;null;2024-04-09 07:52:35;hashtag;2
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-03-04 07:52:57;hashtag;1
azutaxi;cuenca;solicitud conductor;la app se cuelga;null;null;null;2024-01-27 07:53:34;hashtag;1
ktaxi;santo domingo;solicitud conductor;acepta y luego ni resp  i el msj ni la llmada;null;null;null;2024-01-13 11:05:44;hashtag;2
azutaxi;cuenca;solicitud cliente;cobro inadecuado;null;null;null;2024-03-17 06:32:53;hashtag;2
azutaxi;cuenca;solicitud conductor;pésima actitud;null;null;null;2024-01-10 20:35:09;hashtag;1
azutaxi;null;pre-registro;#0106973977  #estoydispuestoalcambio  #quieroserconductor | camioneta para realizar viajes y carga ciudad:cuenca  |;null;-2.854885;-78.915047;2024-02-15 09:26:10;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
azutaxi;cuenca;solicitud cliente;se fue, y yo estaba saliendo   llevó otro cliente  canceló solicitud;null;null;null;2024-03-16 18:05:48;hashtag;1
azutaxi;cuenca;solicitud cliente;no llegó   nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-24 13:15:40;hashtag;1
ktaxi;ambato;solicitud conductor;no salió nunca, me  dijo que ya salía y nunca salió;desde web:  se notifica al cliente que use de forma responsable la aplicación;null;null;2024-01-07 02:40:35;hashtag;1
